system,completeness,lognr,noise,algo,metric,value,dimension,experiment
2_4,4,2,1,alpha,Alignment Based Precision,1,Precision,1B
2_4,4,2,1,alpha,Best Align,0.5,Precision,1B
2_4,4,2,1,alpha,Behavioral Generalization,0.0936673158756783,Generalization,1B
2_4,4,2,1,alpha,Behavioral Precision,0.325193631553789,Precision,1B
2_4,4,2,1,alpha,Behavioral Recall,0.171554252199413,Fitness,1B
2_4,4,2,1,alpha,One Align,1,Precision,1B
2_4,4,2,1,alpha,Token Based Fitness,0.504712224006653,Fitness,1B
2_4,4,2,1,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,2,1,flower,Alignment Based Generalization,0.999986410740136,Generalization,1B
2_4,4,2,1,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,2,1,flower,Behavioral Precision,0.0746054761558077,Precision,1B
2_4,4,2,1,flower,Behavioral Recall,1,Fitness,1B
2_4,4,2,1,flower,One Align,0.114757147702778,Precision,1B
2_4,4,2,1,flower,Token Based Fitness,1,Fitness,1B
2_4,4,2,1,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,2,1,heuristics,Alignment Based Precision,0,Precision,1B
2_4,4,2,1,heuristics,Behavioral Generalization,0.206467108573604,Generalization,1B
2_4,4,2,1,heuristics,Behavioral Precision,0.768653123805393,Precision,1B
2_4,4,2,1,heuristics,Behavioral Recall,0.94849706744868,Fitness,1B
2_4,4,2,1,heuristics,Token Based Fitness,0.98413360118866,Fitness,1B
2_4,4,2,1,ILP,Alignment Based Generalization,0,Generalization,1B
2_4,4,2,1,ILP,Behavioral Generalization,0.982013629294998,Generalization,1B
2_4,4,2,1,ILP,Behavioral Precision,0.0928696695236193,Precision,1B
2_4,4,2,1,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,2,1,ILP,One Align,0,Precision,1B
2_4,4,2,1,ILP,Token Based Fitness,0.787690758705139,Fitness,1B
2_4,4,2,1,inductive,Alignment Based Generalization,0,Generalization,1B
2_4,4,2,1,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,2,1,inductive,Behavioral Generalization,0.507641224833968,Generalization,1B
2_4,4,2,1,inductive,Behavioral Precision,0.173029813102026,Precision,1B
2_4,4,2,1,inductive,Behavioral Recall,0.951796187683284,Fitness,1B
2_4,4,2,1,inductive,Token Based Fitness,0.984734892845154,Fitness,1B
2_4,4,2,2,alpha,Alignment Based Fitness,0.10246482367335,Fitness,1B
2_4,4,2,2,alpha,Alignment Based Generalization,0.99894336432798,Generalization,1B
2_4,4,2,2,alpha,Alignment Based Precision,1,Precision,1B
2_4,4,2,2,alpha,Behavioral Generalization,0.0973171079009907,Generalization,1B
2_4,4,2,2,alpha,Behavioral Precision,0.224771658158884,Precision,1B
2_4,4,2,2,alpha,Behavioral Recall,0.0788,Fitness,1B
2_4,4,2,2,alpha,One Align,1,Precision,1B
2_4,4,2,2,alpha,Token Based Fitness,0.381312251091003,Fitness,1B
2_4,4,2,2,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,2,2,flower,Alignment Based Generalization,0.999985993956392,Generalization,1B
2_4,4,2,2,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,2,2,flower,Behavioral Precision,0.0801931035473692,Precision,1B
2_4,4,2,2,flower,Behavioral Recall,1,Fitness,1B
2_4,4,2,2,flower,One Align,0.144571149981569,Precision,1B
2_4,4,2,2,flower,Token Based Fitness,1,Fitness,1B
2_4,4,2,2,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,2,2,heuristics,Behavioral Generalization,0.146481098799378,Generalization,1B
2_4,4,2,2,heuristics,Behavioral Precision,0.708494229746562,Precision,1B
2_4,4,2,2,heuristics,Behavioral Recall,0.9332,Fitness,1B
2_4,4,2,2,heuristics,Token Based Fitness,0.975219547748566,Fitness,1B
2_4,4,2,2,ILP,Alignment Based Generalization,0,Generalization,1B
2_4,4,2,2,ILP,Behavioral Generalization,0.985085274915412,Generalization,1B
2_4,4,2,2,ILP,Behavioral Precision,0.0846164288813102,Precision,1B
2_4,4,2,2,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,2,2,ILP,One Align,0,Precision,1B
2_4,4,2,2,ILP,Token Based Fitness,0.606648564338684,Fitness,1B
2_4,4,2,2,inductive,Alignment Based Generalization,0,Generalization,1B
2_4,4,2,2,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,2,2,inductive,Behavioral Generalization,0.745282727516427,Generalization,1B
2_4,4,2,2,inductive,Behavioral Precision,0.101852285764631,Precision,1B
2_4,4,2,2,inductive,Behavioral Recall,0.9482,Fitness,1B
2_4,4,2,2,inductive,Token Based Fitness,0.983126312494278,Fitness,1B
2_4,4,2,3,alpha,Alignment Based Fitness,0.10457529932235,Fitness,1B
2_4,4,2,3,alpha,Alignment Based Generalization,0.999838082901554,Generalization,1B
2_4,4,2,3,alpha,Alignment Based Precision,1,Precision,1B
2_4,4,2,3,alpha,Behavioral Generalization,0.0247437725035785,Generalization,1B
2_4,4,2,3,alpha,Behavioral Precision,0.617234417395002,Precision,1B
2_4,4,2,3,alpha,Behavioral Recall,0.0444810543657331,Fitness,1B
2_4,4,2,3,alpha,One Align,1,Precision,1B
2_4,4,2,3,alpha,Token Based Fitness,0.368459701538086,Fitness,1B
2_4,4,2,3,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,2,3,flower,Alignment Based Generalization,0.999982369029437,Generalization,1B
2_4,4,2,3,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,2,3,flower,Behavioral Precision,0.0865142016333607,Precision,1B
2_4,4,2,3,flower,Behavioral Recall,1,Fitness,1B
2_4,4,2,3,flower,One Align,0.165078175940955,Precision,1B
2_4,4,2,3,flower,Token Based Fitness,1,Fitness,1B
2_4,4,2,3,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,2,3,heuristics,Behavioral Generalization,0.119908251384103,Generalization,1B
2_4,4,2,3,heuristics,Behavioral Precision,0.606709308389571,Precision,1B
2_4,4,2,3,heuristics,Behavioral Recall,0.902565309484585,Fitness,1B
2_4,4,2,3,heuristics,Token Based Fitness,0.957057058811188,Fitness,1B
2_4,4,2,3,ILP,Alignment Based Generalization,0,Generalization,1B
2_4,4,2,3,ILP,Behavioral Generalization,0.997052321534509,Generalization,1B
2_4,4,2,3,ILP,Behavioral Precision,0.0876743668715477,Precision,1B
2_4,4,2,3,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,2,3,ILP,One Align,0,Precision,1B
2_4,4,2,3,ILP,Token Based Fitness,0.576269507408142,Fitness,1B
2_4,4,2,3,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,2,3,inductive,Behavioral Generalization,0.7701250130495,Generalization,1B
2_4,4,2,3,inductive,Behavioral Precision,0.0946936485987601,Precision,1B
2_4,4,2,3,inductive,Behavioral Recall,0.941397975994352,Fitness,1B
2_4,4,2,3,inductive,Token Based Fitness,0.979916751384735,Fitness,1B
2_4,4,3,0,alpha,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,0,alpha,Alignment Based Precision,0,Precision,1B
2_4,4,3,0,alpha,Behavioral Generalization,0.61267725340288,Generalization,1B
2_4,4,3,0,alpha,Behavioral Precision,0.939305536867444,Precision,1B
2_4,4,3,0,alpha,Behavioral Recall,0.880304311073542,Fitness,1B
2_4,4,3,0,alpha,Token Based Fitness,0.901675641536713,Fitness,1B
2_4,4,3,0,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,3,0,flower,Alignment Based Generalization,0.999985130393439,Generalization,1B
2_4,4,3,0,flower,Best Align,0.0836762826640371,Precision,1B
2_4,4,3,0,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,3,0,flower,Behavioral Precision,0.0685825221086836,Precision,1B
2_4,4,3,0,flower,Behavioral Recall,1,Fitness,1B
2_4,4,3,0,flower,One Align,0.0836762826640371,Precision,1B
2_4,4,3,0,flower,Token Based Fitness,1,Fitness,1B
2_4,4,3,0,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,0,heuristics,Alignment Based Precision,0,Precision,1B
2_4,4,3,0,heuristics,Behavioral Generalization,0.88743356542582,Generalization,1B
2_4,4,3,0,heuristics,Behavioral Precision,0.92371278831896,Precision,1B
2_4,4,3,0,heuristics,Behavioral Recall,0.952831783601014,Fitness,1B
2_4,4,3,0,heuristics,Token Based Fitness,0.988207936286926,Fitness,1B
2_4,4,3,0,ILP,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,0,ILP,Behavioral Generalization,1,Generalization,1B
2_4,4,3,0,ILP,Behavioral Precision,0.311899145132267,Precision,1B
2_4,4,3,0,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,3,0,ILP,One Align,0,Precision,1B
2_4,4,3,0,ILP,Token Based Fitness,0.978041172027588,Fitness,1B
2_4,4,3,0,inductive,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,0,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,3,0,inductive,Behavioral Generalization,0.88743356542582,Generalization,1B
2_4,4,3,0,inductive,Behavioral Precision,0.873058901186003,Precision,1B
2_4,4,3,0,inductive,Behavioral Recall,0.952831783601014,Fitness,1B
2_4,4,3,0,inductive,Token Based Fitness,0.981232345104218,Fitness,1B
2_4,4,3,1,alpha,Alignment Based Fitness,0.0936762411594455,Fitness,1B
2_4,4,3,1,alpha,Alignment Based Generalization,0.999440872239307,Generalization,1B
2_4,4,3,1,alpha,Alignment Based Precision,1,Precision,1B
2_4,4,3,1,alpha,Behavioral Generalization,0.107503897606551,Generalization,1B
2_4,4,3,1,alpha,Behavioral Precision,0.794769454289539,Precision,1B
2_4,4,3,1,alpha,Behavioral Recall,0.125534188034188,Fitness,1B
2_4,4,3,1,alpha,One Align,1,Precision,1B
2_4,4,3,1,alpha,Token Based Fitness,0.444755911827087,Fitness,1B
2_4,4,3,1,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,3,1,flower,Alignment Based Generalization,0.999985196791997,Generalization,1B
2_4,4,3,1,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,3,1,flower,Behavioral Precision,0.0756836423767571,Precision,1B
2_4,4,3,1,flower,Behavioral Recall,1,Fitness,1B
2_4,4,3,1,flower,One Align,0.124229643019482,Precision,1B
2_4,4,3,1,flower,Token Based Fitness,1,Fitness,1B
2_4,4,3,1,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,1,heuristics,Alignment Based Precision,0,Precision,1B
2_4,4,3,1,heuristics,Behavioral Generalization,0.176145620253974,Generalization,1B
2_4,4,3,1,heuristics,Behavioral Precision,0.802559333901786,Precision,1B
2_4,4,3,1,heuristics,Behavioral Recall,0.943198005698006,Fitness,1B
2_4,4,3,1,heuristics,Token Based Fitness,0.983068227767944,Fitness,1B
2_4,4,3,1,ILP,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,1,ILP,Behavioral Generalization,0.947960058333387,Generalization,1B
2_4,4,3,1,ILP,Behavioral Precision,0.0837472608877037,Precision,1B
2_4,4,3,1,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,3,1,ILP,One Align,0,Precision,1B
2_4,4,3,1,ILP,Token Based Fitness,0.685016989707947,Fitness,1B
2_4,4,3,1,inductive,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,1,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,3,1,inductive,Behavioral Generalization,0.629388680116356,Generalization,1B
2_4,4,3,1,inductive,Behavioral Precision,0.125911987537405,Precision,1B
2_4,4,3,1,inductive,Behavioral Recall,0.948896011396011,Fitness,1B
2_4,4,3,1,inductive,Token Based Fitness,0.987400650978088,Fitness,1B
2_4,4,3,2,alpha,Alignment Based Fitness,0.0966815874545897,Fitness,1B
2_4,4,3,2,alpha,Alignment Based Generalization,0.999807395993837,Generalization,1B
2_4,4,3,2,alpha,Alignment Based Precision,1,Precision,1B
2_4,4,3,2,alpha,Best Align,1,Precision,1B
2_4,4,3,2,alpha,Behavioral Generalization,0.044919259126151,Generalization,1B
2_4,4,3,2,alpha,Behavioral Precision,0.120880896352945,Precision,1B
2_4,4,3,2,alpha,Behavioral Recall,0.0111328125,Fitness,1B
2_4,4,3,2,alpha,One Align,1,Precision,1B
2_4,4,3,2,alpha,Token Based Fitness,0.42603799700737,Fitness,1B
2_4,4,3,2,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,3,2,flower,Alignment Based Generalization,0.999984520029985,Generalization,1B
2_4,4,3,2,flower,Best Align,0.151183319294278,Precision,1B
2_4,4,3,2,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,3,2,flower,Behavioral Precision,0.0823929732819434,Precision,1B
2_4,4,3,2,flower,Behavioral Recall,1,Fitness,1B
2_4,4,3,2,flower,One Align,0.151183319294278,Precision,1B
2_4,4,3,2,flower,Token Based Fitness,1,Fitness,1B
2_4,4,3,2,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,2,heuristics,Behavioral Generalization,0.132964821627514,Generalization,1B
2_4,4,3,2,heuristics,Behavioral Precision,0.750725734010005,Precision,1B
2_4,4,3,2,heuristics,Behavioral Recall,0.924609375,Fitness,1B
2_4,4,3,2,heuristics,Token Based Fitness,0.972318172454834,Fitness,1B
2_4,4,3,2,ILP,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,2,ILP,Behavioral Generalization,0.978559745418554,Generalization,1B
2_4,4,3,2,ILP,Behavioral Precision,0.0838594896505506,Precision,1B
2_4,4,3,2,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,3,2,ILP,One Align,0,Precision,1B
2_4,4,3,2,ILP,Token Based Fitness,0.61298680305481,Fitness,1B
2_4,4,3,2,inductive,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,2,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,3,2,inductive,Behavioral Generalization,0.60413884429981,Generalization,1B
2_4,4,3,2,inductive,Behavioral Precision,0.11394791136558,Precision,1B
2_4,4,3,2,inductive,Behavioral Recall,0.937890625,Fitness,1B
2_4,4,3,2,inductive,Token Based Fitness,0.978611588478088,Fitness,1B
2_4,4,3,3,alpha,Alignment Based Fitness,0.101295305848874,Fitness,1B
2_4,4,3,3,alpha,Alignment Based Generalization,0.999859293654144,Generalization,1B
2_4,4,3,3,alpha,Alignment Based Precision,1,Precision,1B
2_4,4,3,3,alpha,Best Align,0.5,Precision,1B
2_4,4,3,3,alpha,Behavioral Generalization,0.0417831280416815,Generalization,1B
2_4,4,3,3,alpha,Behavioral Precision,0.0796643905768,Precision,1B
2_4,4,3,3,alpha,Behavioral Recall,0.0107986501687289,Fitness,1B
2_4,4,3,3,alpha,One Align,1,Precision,1B
2_4,4,3,3,alpha,Token Based Fitness,0.385641366243362,Fitness,1B
2_4,4,3,3,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,3,3,flower,Alignment Based Generalization,0.999981891220562,Generalization,1B
2_4,4,3,3,flower,Best Align,0.176344199412098,Precision,1B
2_4,4,3,3,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,3,3,flower,Behavioral Precision,0.0889740471568538,Precision,1B
2_4,4,3,3,flower,Behavioral Recall,1,Fitness,1B
2_4,4,3,3,flower,One Align,0.176344199412098,Precision,1B
2_4,4,3,3,flower,Token Based Fitness,1,Fitness,1B
2_4,4,3,3,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,3,heuristics,Behavioral Generalization,0.103389938450619,Generalization,1B
2_4,4,3,3,heuristics,Behavioral Precision,0.477962511161701,Precision,1B
2_4,4,3,3,heuristics,Behavioral Recall,0.867716535433071,Fitness,1B
2_4,4,3,3,heuristics,Token Based Fitness,0.940041959285736,Fitness,1B
2_4,4,3,3,ILP,Alignment Based Fitness,0.0849429578195291,Fitness,1B
2_4,4,3,3,ILP,Alignment Based Generalization,0.999953097884715,Generalization,1B
2_4,4,3,3,ILP,Behavioral Generalization,0.985726542092884,Generalization,1B
2_4,4,3,3,ILP,Behavioral Precision,0.0909463060884453,Precision,1B
2_4,4,3,3,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,3,3,ILP,One Align,0.037037037037037,Precision,1B
2_4,4,3,3,ILP,Token Based Fitness,0.567102909088135,Fitness,1B
2_4,4,3,3,inductive,Alignment Based Generalization,0,Generalization,1B
2_4,4,3,3,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,3,3,inductive,Behavioral Generalization,0.72483049410783,Generalization,1B
2_4,4,3,3,inductive,Behavioral Precision,0.0970319726058663,Precision,1B
2_4,4,3,3,inductive,Behavioral Recall,0.929133858267717,Fitness,1B
2_4,4,3,3,inductive,Token Based Fitness,0.963750243186951,Fitness,1B
2_4,4,4,0,alpha,Alignment Based Generalization,0,Generalization,1B
2_4,4,4,0,alpha,Alignment Based Precision,0,Precision,1B
2_4,4,4,0,alpha,Behavioral Generalization,0.575599858905991,Generalization,1B
2_4,4,4,0,alpha,Behavioral Precision,0.939912778931467,Precision,1B
2_4,4,4,0,alpha,Behavioral Recall,0.881476347253509,Fitness,1B
2_4,4,4,0,alpha,Token Based Fitness,0.90097463130950906,Fitness,1B
2_4,4,4,0,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,4,0,flower,Alignment Based Generalization,0.999984192547418,Generalization,1B
2_4,4,4,0,flower,Best Align,0.0844852645576275,Precision,1B
2_4,4,4,0,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,4,0,flower,Behavioral Precision,0.0687356212100928,Precision,1B
2_4,4,4,0,flower,Behavioral Recall,1,Fitness,1B
2_4,4,4,0,flower,One Align,0.0844852645576275,Precision,1B
2_4,4,4,0,flower,Token Based Fitness,1,Fitness,1B
2_4,4,4,0,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,4,0,heuristics,Alignment Based Precision,0,Precision,1B
2_4,4,4,0,heuristics,Behavioral Generalization,0.752475932872298,Generalization,1B
2_4,4,4,0,heuristics,Behavioral Precision,0.891870138377574,Precision,1B
2_4,4,4,0,heuristics,Behavioral Recall,0.9523479466297,Fitness,1B
2_4,4,4,0,heuristics,Token Based Fitness,0.988086998462677,Fitness,1B
2_4,4,4,0,ILP,Alignment Based Generalization,0,Generalization,1B
2_4,4,4,0,ILP,Behavioral Generalization,0.858016949574073,Generalization,1B
2_4,4,4,0,ILP,Behavioral Precision,0.310463572683702,Precision,1B
2_4,4,4,0,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,4,0,ILP,One Align,0,Precision,1B
2_4,4,4,0,ILP,Token Based Fitness,0.977556109428406,Fitness,1B
2_4,4,4,0,inductive,Alignment Based Generalization,0,Generalization,1B
2_4,4,4,0,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,4,0,inductive,Behavioral Generalization,0.752475932872298,Generalization,1B
2_4,4,4,0,inductive,Behavioral Precision,0.848628498157413,Precision,1B
2_4,4,4,0,inductive,Behavioral Recall,0.9523479466297,Fitness,1B
2_4,4,4,0,inductive,Token Based Fitness,0.98105275630950906,Fitness,1B
2_4,4,4,1,alpha,Alignment Based Fitness,0.0286844018455792,Fitness,1B
2_4,4,4,1,alpha,Alignment Based Generalization,0.999911699779249,Generalization,1B
2_4,4,4,1,alpha,Alignment Based Precision,1,Precision,1B
2_4,4,4,1,alpha,Behavioral Generalization,0.0814890022714259,Generalization,1B
2_4,4,4,1,alpha,Behavioral Precision,0.0842041171450877,Precision,1B
2_4,4,4,1,alpha,Behavioral Recall,0.162030346820809,Fitness,1B
2_4,4,4,1,alpha,One Align,0.333333333333333,Precision,1B
2_4,4,4,1,alpha,Token Based Fitness,0.510136127471924,Fitness,1B
2_4,4,4,1,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,4,1,flower,Alignment Based Generalization,0.999985093312139,Generalization,1B
2_4,4,4,1,flower,Best Align,0.123172941845128,Precision,1B
2_4,4,4,1,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,4,1,flower,Behavioral Precision,0.0754697888477887,Precision,1B
2_4,4,4,1,flower,Behavioral Recall,1,Fitness,1B
2_4,4,4,1,flower,One Align,0.123172941845128,Precision,1B
2_4,4,4,1,flower,Token Based Fitness,1,Fitness,1B
2_4,4,4,1,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,4,1,heuristics,Alignment Based Precision,0,Precision,1B
2_4,4,4,1,heuristics,Behavioral Generalization,0.199667252391147,Generalization,1B
2_4,4,4,1,heuristics,Behavioral Precision,0.807061737042666,Precision,1B
2_4,4,4,1,heuristics,Behavioral Recall,0.941473988439306,Fitness,1B
2_4,4,4,1,heuristics,Token Based Fitness,0.982264399528503,Fitness,1B
2_4,4,4,1,ILP,Alignment Based Generalization,0,Generalization,1B
2_4,4,4,1,ILP,Behavioral Generalization,0.986943063879995,Generalization,1B
2_4,4,4,1,ILP,Behavioral Precision,0.083487500865501,Precision,1B
2_4,4,4,1,ILP,Behavioral Recall,1,Fitness,1B
2_4,4,4,1,ILP,One Align,0,Precision,1B
2_4,4,4,1,ILP,Token Based Fitness,0.660293698310852,Fitness,1B
2_4,4,4,1,inductive,Alignment Based Generalization,0,Generalization,1B
2_4,4,4,1,inductive,Alignment Based Precision,0,Precision,1B
2_4,4,4,1,inductive,Behavioral Generalization,0.628630397369294,Generalization,1B
2_4,4,4,1,inductive,Behavioral Precision,0.134958399439,Precision,1B
2_4,4,4,1,inductive,Behavioral Recall,0.943099710982659,Fitness,1B
2_4,4,4,1,inductive,Token Based Fitness,0.8565466403961185,Fitness,1B
2_4,4,4,2,alpha,Alignment Based Fitness,0.0988124743201095,Fitness,1B
2_4,4,4,2,alpha,Alignment Based Generalization,0.999823736780258,Generalization,1B
2_4,4,4,2,alpha,Alignment Based Precision,1,Precision,1B
2_4,4,4,2,alpha,Behavioral Generalization,0.0333112579561662,Generalization,1B
2_4,4,4,2,alpha,Behavioral Precision,0.0612631297941433,Precision,1B
2_4,4,4,2,alpha,Behavioral Recall,0.0850896198542446,Fitness,1B
2_4,4,4,2,alpha,One Align,0.5,Precision,1B
2_4,4,4,2,alpha,Token Based Fitness,0.395719826221466,Fitness,1B
2_4,4,4,2,flower,Alignment Based Fitness,1,Fitness,1B
2_4,4,4,2,flower,Alignment Based Generalization,0.99998518207525,Generalization,1B
2_4,4,4,2,flower,Behavioral Generalization,1,Generalization,1B
2_4,4,4,2,flower,Behavioral Precision,0.0828876051775292,Precision,1B
2_4,4,4,2,flower,Behavioral Recall,1,Fitness,1B
2_4,4,4,2,flower,One Align,0.16040602046399,Precision,1B
2_4,4,4,2,flower,Token Based Fitness,1,Fitness,1B
2_4,4,4,2,heuristics,Alignment Based Generalization,0,Generalization,1B
2_4,4,4,2,heuristics,Behavioral Generalization,0.122746182426212,Generalization,1B
